-0.1349,-0.04223,-0.1807
0.7036,-0.2396,-0.03713
0.6817,-0.429,-0.1931
0.5669,0.3664,-0.01925
-0.462,-0.0422,-0.2042
-0.5229,0.135,-0.07524
-0.2088,-0.5172,0.0496
0.404,-0.3831,-0.06261
-0.1349,-0.3353,-0.01991
-0.09498,-0.669,0.1303
0.3197,-0.08812,0.002856
0.5669,-0.6224,-0.05844
-0.3023,-0.1678,-0.01991
-0.2305,0.02357,-0.01991
-0.7062,-0.4788,0.09045
0.6479,-0.04724,-0.2703
0.535,0.4829,0.242
0.2798,0.4677,0.05859
-0.3103,-0.669,-0.005236
0.6944,-0.669,0.218
-0.4512,0.6624,0.09243
-0.04713,0.5038,0.07446
0.7036,0.3744,0.06653
-0.2246,0.5844,0.2399
-0.6848,-0.000357,0.1064
-0.5415,0.4768,0.2408
0.213,0.586,0.2392
0.519,-0.02427,-0.01991
0.7036,-0.5107,0.06653
-0.5575,0.4779,-0.07497
-0.3262,-0.5109,-0.05867
-0.6372,-0.1419,-0.1488
0.008666,-0.6498,-0.1083
0.02463,0.5035,-0.0609
-0.3661,0.4677,0.0745
-0.5974,-0.01081,-0.08273
-0.3688,0.1182,-0.06996
0.5828,-0.1419,-0.1488
-0.643,0.2389,-0.06243
0.3436,-0.1419,-0.1328
0.03261,-0.6281,0.04262
-0.6848,-0.2396,0.08248
0.02417,-0.0348,-0.1487
0.4393,0.4677,0.1303
-0.6213,-0.5585,-0.0585
0.2718,-0.669,0.03464
0.6822,0.04749,0.02666
-0.2146,0.3665,-0.01991
-0.6612,0.4677,0.09044
-0.2996,-0.03521,-0.1322
0.4871,-0.5027,-0.0585
0.232,-0.005323,-0.08015
0.7036,-0.112,0.02666
-0.04714,-0.008326,-0.01991
0.000707,0.4716,0.2404
-0.5336,-0.669,0.05058
0.1841,-0.1419,-0.09295
0.7002,-0.5826,-0.1089
0.1522,-0.3512,-0.01991
0.1921,0.1407,-0.1008
-0.1189,0.2548,-0.0585
0.5103,0.1944,-0.2016
0.5596,0.4985,-0.07514
0.6822,-0.3672,0.08248
-0.6848,0.3266,0.1861
-0.2146,-0.1419,-0.1248
0.6198,0.7093,0.08863
-0.3661,0.3505,-0.01991
0.3994,0.02335,-0.07481
0.2884,0.4864,-0.07598
-0.1269,-0.5266,-0.0585
-0.5819,0.6411,0.1252
0.1203,-0.5346,-0.0585
0.04856,0.08737,-0.01991
-0.5814,-0.2954,-0.01991
0.6822,0.2628,0.1383
-0.4681,0.3557,-0.2004
0.5031,-0.669,0.05856
-0.7062,0.1432,0.1064
0.7099,0.5002,0.1091
0.6837,-0.128,0.2352
0.4712,0.2389,-0.01991
-0.398,-0.1419,-0.1408
-0.5522,-0.1288,-0.2604
0.6878,0.3266,-0.06199
-0.5256,-0.09589,0.002116
-0.2066,0.1512,-0.01991
0.01666,-0.1419,-0.077
0.3409,-0.1282,-0.2605
-0.4458,-0.3353,-0.01991
0.224,0.3027,-0.01991
-0.7061,0.05547,0.232
-0.1269,0.4716,0.2404
0.4907,0.6494,0.102
0.3994,-0.2635,-0.01991
0.6371,0.1365,-0.1069
0.6689,-0.3193,-0.1318
0.527,-0.3034,-0.0585
0.0326,0.1781,-0.1164
-0.2305,-0.2635,-0.0585
-0.6213,-0.669,0.1782
-0.6932,-0.4469,0.2364
0.4313,0.3824,-0.0585
0.2479,-0.5904,-0.0585
-0.6835,0.3743,-0.06723
0.7036,0.1432,0.1144
0.3835,-0.669,0.09046
0.2319,0.4677,0.1782
0.7002,-0.4708,-0.05672
-0.414,-0.669,0.07451
0.5376,-0.125,-0.2613
-0.1056,-0.1288,-0.2604
0.6822,-0.3911,0.2021
0.6147,-0.669,0.1224
0.07319,0.6104,0.2371
-0.7059,-0.2236,-0.05167
-0.2545,0.4677,0.2334
-0.398,0.2229,-0.01991
-0.1986,-0.431,-0.0585
0.08843,0.3266,-0.0585
-0.7062,-0.1279,0.1144
0.1682,0.5033,0.02666
-0.2704,0.5033,0.0107
0.3675,-0.4948,-0.0585
0.5509,0.4677,0.05859
0.2958,-0.3672,-0.01991
0.7037,0.05545,0.2321
-0.6432,-0.6617,-0.1089
0.1522,-0.669,0.07451
-0.6918,-0.3595,-0.1654
0.1389,-0.1248,-0.2614
-0.1322,0.4405,0.01578
-0.02321,-0.3432,-0.0585
0.6822,-0.2157,0.0745
-0.1986,-0.6281,0.08249
0.3994,0.1395,-0.09385
-0.7062,-0.0163,-0.005237
-0.7062,-0.5905,0.1144
-0.6886,-0.04024,-0.1568
0.4712,-0.1419,-0.1248
-0.7062,-0.2157,0.226
-0.6853,-0.1604,-0.2501
-0.4748,0.229,-0.1169
0.6883,-0.1316,-0.1883
0.6387,0.5033,0.2021
0.1357,-0.03763,-0.161
-0.5096,-0.1419,-0.1328
0.5828,0.2309,-0.01991
-0.6372,-0.4389,-0.0585
0.5908,-0.5187,-0.01991
-0.6443,0.1368,-0.1077
0.05652,0.4427,0.02658
0.1602,0.07142,-0.01991
-0.7062,-0.3672,0.09843
0.2798,0.215,-0.0585
-0.3581,-0.2555,-0.0585
-0.2226,-0.5825,-0.0585
0.1682,-0.2236,-0.01991
-0.4299,-0.5107,-0.01991
-0.5176,0.03952,-0.01991
0.6626,-0.5753,0.1543
-0.4246,-0.1288,-0.2604
-0.4857,0.4382,0.01926
0.3197,0.3984,-0.01991
0.000709,0.2628,-0.01991
0.08045,-0.1419,-0.1647
0.3443,-0.03469,-0.1488
0.1442,0.4835,0.2421
-0.406,-0.1418,-0.005207
0.4446,-0.109,0.002623
-0.07903,0.4779,-0.07497
-0.7062,0.207,0.01869
-0.1428,-0.005323,-0.08015
0.4313,0.5333,0.2347
0.1921,-0.6463,0.1918
0.7032,0.3,0.2356
0.5908,0.04713,-0.07288
-0.2146,-0.08812,0.002522
0.5589,-0.04205,-0.1966
0.4067,-0.6278,0.1844
0.6227,-0.05611,-0.01992
-0.01524,-0.5585,-0.01991
-0.3827,-0.6278,0.1844
0.6227,-0.1758,-0.0585
-0.7062,-0.5027,-0.01321
0.7036,-0.3672,-0.04508
-0.1109,-0.1419,-0.1328
0.216,-0.09587,0.002445
-0.09453,-0.422,-0.06074
-0.05512,-0.2155,-0.06343
-0.5734,-0.1997,-0.0585
-0.4698,0.5033,0.1702
0.6626,-0.669,-0.06903
0.4951,-0.3991,-0.01991
-0.6238,0.5366,0.2358
-0.3934,-0.4129,-0.06174
0.6525,-0.3385,-0.2295
0.6466,0.4484,0.02876
-0.1719,0.1614,-0.1139
-0.6529,-0.5722,-0.154
-0.5887,0.4512,0.01672
-0.2339,-0.05116,-0.2062
0.3277,0.5033,0.1383
-0.3316,-0.07322,-0.01267
0.7036,-0.1359,0.1383
0.6422,0.4144,-0.06627
0.1042,-0.4265,-0.06262
-0.4141,-0.0347,-0.1169
-0.7062,0.2389,0.1463
-0.6133,0.06344,-0.01991
0.6307,-0.3034,-0.01991
-0.04714,-0.669,0.002738
0.6147,-0.6281,0.02667
0.6823,-0.2103,-0.1276
-0.5256,0.215,-0.01991
-0.5628,-0.6667,-0.04209
-0.3262,-0.6281,0.08249
0.4473,0.08737,-0.01991
-0.00726,-0.6281,0.1702
-0.2784,0.1316,-0.09997
-0.04714,-0.06853,-0.21
0.3994,-0.1678,-0.0585
-0.4458,0.3984,-0.0585
-0.007265,0.1671,-0.01991
0.5908,0.1272,-0.01991
-0.3661,-0.0422,-0.2042
0.6498,-0.5027,-0.1408
-0.1907,-0.1417,-0.2184
0.1044,-0.1509,-0.01756
-0.2704,0.4382,-0.0585
-0.0631,0.4677,0.1702
-0.7062,0.4063,0.01869
0.4871,-0.5904,-0.01991
-0.6848,-0.415,0.01868
-0.698,-0.1262,-0.07701
-0.5176,-0.5506,-0.01991
0.4154,-0.1419,-0.2046
0.4956,-0.03443,-0.109
-0.06261,-0.04149,-0.117
-0.3183,0.5033,0.1463
0.2878,-0.1512,-0.05951
-0.1541,-0.6286,0.1889
0.3037,0.1393,-0.1057
-0.1349,0.5658,0.229
-0.1488,-0.2209,-0.06288
-0.5239,-0.03487,-0.1326
-0.705,-0.6667,0.2286
0.03259,0.4677,0.1542
0.3223,-0.6667,-0.04209
-0.3023,0.04713,-0.07288
-0.1109,0.3904,-0.0585
0.6822,0.2947,0.02666
-0.02322,-0.1257,0.003813
0.2956,0.549,0.2293
-0.6726,-0.2378,-0.1352
0.7036,-0.5586,-0.02118
0.04855,0.01541,-0.07546
-0.706,-0.5905,-0.05159
0.6822,0.05546,0.1383
0.527,0.5033,0.1383
0.3675,0.4552,0.03179
-0.5655,0.4677,0.1542
0.2479,-0.1419,-0.1567
0.4932,0.2309,-0.1211
-0.651,-0.5772,0.024
0.3675,0.2069,-0.01925
-0.5974,0.1512,-0.01991
-0.3023,-0.1419,-0.1408
0.6822,0.3585,0.1542
0.6822,-0.4629,0.1383
0.5988,-0.04239,-0.117
-0.4458,0.04713,-0.07288
-0.182,0.07764,-0.07039
0.07248,-0.6144,-0.0585
-0.2066,0.2787,-0.01991
0.5111,0.3106,-0.0585
-0.6133,-0.669,0.09046
-0.2226,-0.669,0.002738
0.6847,-0.04026,-0.1886
0.224,0.1512,-0.01991
0.232,0.3904,-0.01991
-0.414,0.5035,0.01074
0.121,0.4985,-0.07513
-0.4379,0.1352,-0.01991
-0.2146,-0.1838,-0.01991
0.6462,-0.6149,-0.1727
-0.406,-0.669,-0.02118
0.5111,0.456,-0.01755
0.3197,-0.5585,-0.01991
-0.7062,0.4063,0.1303
0.7036,0.1272,-0.04508
0.2001,0.4677,0.09842
0.6621,-0.4158,-0.1096
-0.6771,0.5033,0.1702
-0.6133,0.3186,-0.0585
-0.2943,-0.431,-0.0585
-0.03118,0.4453,0.01514
0.6147,0.4677,0.1144
0.1097,0.1282,-0.08596
-0.512,0.598,0.105
-0.5495,0.3904,-0.0585
0.04058,-0.3831,-0.01991
-0.6771,0.0317,-0.06842
0.4473,-0.669,-0.02916
-0.6372,0.454,-0.05846
0.1761,-0.02427,-0.01991
-0.7059,0.2947,-0.05167
0.04855,-0.669,0.1144
-0.2112,-0.03758,-0.1169
0.2406,0.07764,-0.07039
0.7003,-0.1439,-0.05692
0.07248,0.5259,0.2321
0.7036,-0.03225,0.002739
-0.5415,-0.6281,0.1224
0.2798,-0.6281,0.1064
-0.4379,0.3106,-0.0585
0.7038,0.03153,-0.05159
0.7036,0.3984,-0.01321
0.3516,-0.3193,-0.0585
-0.6848,-0.5267,0.1702
-0.2943,0.1193,-0.01991
-0.1109,-0.6281,0.03464
0.5901,-0.6323,0.1913
-0.1269,0.1831,-0.01991
0.3516,-0.0163,-0.01991
0.6822,-0.423,0.01071
0.6121,-0.1349,-0.2292
-0.398,0.4677,0.1542
-0.2943,-0.5904,-0.01991
-0.6843,0.07141,0.05057
0.224,-0.3512,-0.0585
0.1761,0.215,-0.0585
-0.01458,0.07764,-0.07039
-0.6848,-0.3114,0.03463
-0.1827,0.5033,0.02666
0.3197,0.0392,-0.07352
0.4313,0.3106,-0.01991
0.7068,-0.6618,0.1383
-0.3017,0.5598,0.2375
-0.4379,0.4769,0.2408
-0.6919,-0.4868,-0.09295
-0.7,0.1751,-0.05694
-0.3741,0.05547,-0.01991
-0.6848,0.1113,0.1782
0.7037,-0.5904,0.2321
0.1602,-0.1419,-0.1727
-0.1269,0.5033,0.1224
0.7041,0.1352,0.03463
0.5749,-0.1312,0.002994
0.3037,-0.4469,-0.01991
-0.6932,0.2628,0.2361
0.4393,0.5033,0.05856
0.2087,0.4933,-0.07649
0.7002,-0.02428,0.2366
0.4632,-0.6281,0.1144
-0.7104,0.4974,0.03463
-0.03916,-0.6281,0.09047
-0.4777,0.4779,-0.07497
-0.5256,-0.3512,-0.0585
-0.1428,0.3266,-0.01991
0.6823,-0.2077,0.232
0.7036,-0.3193,0.01869
-0.2864,0.4677,0.08247
0.08046,0.4223,-0.0585
0.2479,0.5033,-0.005233
-0.1109,0.03952,-0.01991
-0.2305,-0.3432,-0.0585
0.07248,-0.06373,-0.2051
0.4638,-0.2231,-0.06071
-0.4618,-0.6281,0.02667
-0.6848,-0.05618,0.1622
0.1044,-0.2954,-0.0585
0.5724,0.6456,0.0919
-0.5814,-0.4788,-0.01991
0.5828,-0.2316,-0.01991
-0.2385,-0.4868,-0.01991
0.1761,-0.4948,-0.01991
0.4393,0.1671,-0.01991
-0.03916,-0.1419,-0.1647
-0.6133,-0.3751,-0.01991
0.6476,0.207,-0.06776
0.5509,-0.4549,-0.0585
-0.4964,0.5403,0.2384
0.7068,0.5021,0.024
-0.4538,-0.1419,-0.077
-0.6849,-0.01896,0.2355
0.519,0.1751,-0.01991
-0.5894,-0.07563,-0.2184
-0.04713,0.1766,-0.09495
-0.2943,-0.2795,-0.01991
0.216,-0.6281,0.002761
0.7122,0.4932,0.218
-0.3422,0.4677,0.002642
0.5959,0.5533,0.2395
0.7036,-0.5825,0.09046
-0.5096,-0.2715,-0.01991
-0.7062,-0.3991,0.1782
0.527,-0.669,-0.01321
0.1044,-0.1419,-0.09295
0.7036,-0.2954,0.1144
0.1363,-0.01081,-0.08273
-0.1907,0.5057,0.219
-0.6931,-0.669,0.1542
0.6822,-0.02428,0.0745
-0.3176,0.4986,-0.07477
0.6307,-0.5825,-0.0585
0.3915,0.4462,-0.0585
0.04855,-0.5187,-0.01991
-0.5216,0.6853,0.1053
0.1442,0.2787,-0.01991
-0.2704,0.3346,-0.0585
-0.07903,0.3186,-0.0585
0.1442,0.3585,-0.01991
-0.06772,-0.628,-0.05651
-0.3422,0.2787,-0.01991
-0.6437,-0.6383,-0.1886
-0.5814,-0.0482,-0.01991
0.6883,-0.1195,-0.2621
0.4148,-0.04065,-0.1246
0.3835,-0.07569,-0.2184
0.1442,0.5578,0.2321
-0.08701,0.5033,-0.005233
0.6387,0.5033,-0.0451
0.5589,-0.1419,-0.077
0.4632,-0.1201,-0.2617
0.4473,0.007623,-0.01991
0.4074,0.4677,0.2021
-0.7062,-0.2077,0.1463
-0.2066,0.215,-0.0585
0.7036,0.2309,0.05856
-0.6239,-0.1452,-0.06302
-0.398,-0.192,-0.05919
-0.5974,0.5033,0.07451
-0.7062,-0.1838,0.01071
0.2692,-0.1345,-0.2292
-0.6902,-0.0969,-0.2126
-0.6753,-0.3141,-0.09744
0.09639,-0.2089,-0.06349
0.6147,0.3186,-0.0585
0.208,-0.6278,0.1224
-0.3342,0.191,-0.0585
-0.4937,-0.1419,-0.2046
0.1682,-0.5904,-0.0585
-0.4538,0.5033,0.09843
-0.5814,0.2628,-0.01991
-0.4618,-0.407,-0.01991
0.000698,0.5499,0.229
-0.09498,-0.2874,-0.0585
-0.03119,-0.407,-0.01991
-0.3581,-0.1074,-0.2367
0.2638,0.4837,0.2422
-0.05511,-0.5107,-0.0585
-0.3661,-0.5585,-0.01991
0.4393,0.4393,0.02301
0.4393,-0.3193,-0.0585
-0.6452,0.5033,0.002741
-0.7062,-0.0801,0.03463
0.7036,0.4382,0.1463
0.5828,0.4461,-0.01992
-0.7063,-0.6303,-0.1248
0.527,0.04749,-0.01991
-0.4648,0.7332,0.09282
-0.6932,0.3824,0.2361
-0.6293,-0.2236,-0.01991
-0.6844,-0.2874,0.1463
-0.6133,0.4677,0.218
-0.1907,0.4223,-0.0585
0.4313,-0.4788,-0.01991
0.5111,-0.1419,-0.1966
0.1761,-0.423,-0.01991
0.3755,0.1033,-0.01991
0.5031,0.3824,-0.0585
-0.4591,-0.07322,-0.01267
0.3403,-0.2263,-0.0612
0.08044,0.4677,0.09044
0.5748,0.4677,0.1782
0.3596,0.5033,-0.02916
-0.3023,-0.008326,-0.01991
-0.6587,-0.2033,-0.1961
-0.07107,0.5339,0.229
-0.4538,-0.6281,0.1303
0.7036,0.1113,0.1782
-0.4618,0.2548,-0.01991
0.2639,0.0156,-0.01991
0.3117,-0.06373,-0.2051
0.6562,-0.2723,-0.1838
0.4366,-0.5527,-0.06096
0.3277,-0.6281,0.05059
0.04855,-0.669,-0.01321
0.5589,-0.6281,0.1064
-0.3495,-0.6327,-0.05195
-0.7059,-0.423,-0.05167
0.7033,-0.322,0.2356
-0.3741,-0.6281,0.02668
-0.3342,-0.1419,-0.077
0.4792,0.5016,-0.07232
-0.1349,-0.04022,-0.01991
-0.4273,0.1333,-0.1053
-0.6586,-0.2994,-0.1781
-0.6718,-0.4068,-0.1104
-0.2625,-0.628,0.04264
-0.007261,-0.2715,-0.0585
0.3994,0.2548,-0.0585
-0.2226,-0.6281,0.1622
-0.6848,0.03154,0.1702
0.03261,0.5033,0.05059
-0.3652,-0.3276,-0.06003
0.1203,-0.6281,0.1463
0.5166,0.2628,-0.1924
0.000714,0.4143,-0.0585
0.2718,0.3346,-0.0585
-0.2465,-0.3991,-0.01991
-0.669,-0.3418,-0.2311
0.03261,0.215,-0.0585
-0.7062,-0.5506,0.05856
0.1841,-0.2954,-0.0585
0.5669,-0.3592,-0.0585
-0.7062,-0.1439,0.1861
0.3835,0.5033,0.09843
0.02463,-0.07738,-0.005056
0.1203,0.1432,-0.01991
-0.5017,7.2e-05,-0.078
-0.2545,-0.1419,-0.06919
0.2001,0.4428,0.02627
0.6387,-0.2475,-0.0585
-0.5728,0.08862,-0.0695
0.008688,0.3266,-0.0585
-0.4299,-0.2555,-0.01991
0.3596,0.3505,-0.0585
-0.1189,-0.4708,-0.01991
0.6822,0.199,0.1622
0.232,-0.1997,-0.01991
-0.4857,-0.1512,-0.01754
-0.1269,-0.5825,-0.01991
0.3436,-0.1678,-0.01991
0.2479,-0.5346,-0.01991
-0.6848,0.2309,0.08248
0.7036,-0.431,0.07451
-0.6848,0.2947,0.1144
-0.3502,-0.03095,-0.08736
0.2011,-0.03463,-0.1328
0.3994,-0.669,0.01869
0.1123,0.02359,-0.01991
-0.649,-0.6064,0.1469
0.04059,-0.3193,-0.0585
0.6573,-0.1912,-0.1952
-0.6532,-0.2874,-0.01991
0.08841,0.4677,0.2021
-0.3502,-0.669,0.1303
-0.3262,0.4063,-0.01991
-0.6213,-0.04233,-0.1568
-0.1747,-0.669,0.1303
-0.2545,0.4391,0.02312
-0.6436,-0.641,0.2355
0.6466,0.2628,-0.01991
-0.6292,-0.669,-0.0368
-0.08767,-0.6278,0.1844
0.6461,-0.615,0.09844
0.2001,0.5181,0.232
-0.5289,-0.05116,-0.2062
-0.007266,-0.02521,-0.08414
0.2001,-0.1314,-0.2366
0.1522,-0.07221,-0.2151
-0.4621,0.1992,-0.05914
0.6147,0.5033,0.05856
0.6168,0.7751,0.09469
-0.6957,-0.109,-0.1408
0.6852,-0.09587,-0.1328
0.7071,-0.6463,-0.1249
-0.4937,-0.5027,-0.0585
0.3037,-0.2954,-0.01991
0.4632,-0.1512,-0.05951
-0.3844,-0.4781,-0.05976
-0.5814,-0.1308,0.002733
0.1123,-0.4788,-0.01991
0.1044,0.5033,0.01072
-0.2545,0.5033,0.1622
-0.2545,0.5033,-0.05308
0.6498,-0.5187,-0.07705
-0.5655,-0.1419,-0.09295
0.04058,-0.1415,-0.005246
-0.4857,0.5033,0.01072
0.2559,-0.669,-0.02916
0.5031,0.5396,0.2355
-0.1348,-0.6281,0.09844
0.1522,-0.08191,0.002741
0.3197,-0.02521,-0.08414
0.000709,0.03952,-0.01991
0.6466,-0.4708,-0.01991
-0.1588,-0.669,0.05058
-0.06308,-0.1512,-0.05951
0.7054,-0.6232,-0.05306
-0.2465,7.2e-05,-0.078
0.704,-0.3672,0.1462
-0.2943,-0.07222,-0.2151
-0.5575,0.5033,-0.005233
-0.06308,0.08737,-0.01991
-0.6293,-0.1314,-0.2366
-0.1668,-0.08194,-0.2223
-0.18,-0.6232,-0.01263
-0.6848,-0.4549,0.1542
-0.1189,0.5038,0.05851
0.4632,0.5036,0.1781
-0.6848,0.1512,0.04262
0.535,-0.5665,-0.0585
-0.004614,-0.6232,-0.01263
0.3516,-0.669,0.1463
-0.07106,0.215,-0.01991
-0.6053,-0.669,0.02666
0.6822,-0.08808,0.08248
-0.02321,0.5033,-0.01321
0.7036,-0.2555,0.02666
0.6822,0.08736,0.08248
0.02463,-0.1419,-0.1966
-0.1428,-0.1419,-0.077
0.7036,0.3186,0.09843
0.6822,0.2309,0.218
-0.6848,-0.06415,0.09844
-0.1827,-0.4948,-0.05849
0.6451,-0.6213,-0.1089
0.7036,-0.5267,0.1622
0.3356,-0.407,-0.0585
-0.4778,-0.669,-0.02916
0.01174,0.6294,0.2394
0.6227,0.06344,-0.01991
0.08461,-0.03805,-0.1087
-0.6833,-0.02179,-0.2191
-0.5575,-0.669,0.1782
0.0326,-0.2089,-0.06349
0.216,-0.669,0.07451
-0.3821,0.3984,-0.0585
0.2878,0.2867,-0.01991
-0.4458,-0.4549,-0.0585
0.0645,0.3744,-0.01991
-0.087,-0.3512,-0.0585
0.4792,-0.2874,-0.01991
0.08843,0.2628,-0.0585
-0.07904,0.03128,-0.07417
0.2479,0.4382,-0.0585
-0.1508,-0.3831,-0.0585
0.2399,-0.3034,-0.01991
-0.1109,0.1778,-0.1094
0.654,-0.1401,-0.000849
-0.5756,0.5798,0.1114
0.6855,-0.3672,-0.1807
0.2399,-0.415,-0.01991
-0.6944,-0.04288,-0.06104
-0.5415,-0.6281,0.002761
0.7033,-0.07213,-0.05555
-0.6498,-0.5984,0.08313
0.4552,-0.6281,0.01869
0.4951,0.06297,-0.07159
-0.3927,-0.07846,0.00025
-0.414,-0.07851,-0.2217
0.6332,0.6516,0.1085
-0.1269,0.1193,-0.01991
0.6387,0.1671,-0.01991
-0.2545,0.1751,-0.0585
-0.1588,0.4677,0.1702
0.3117,0.5033,0.01072
0.5669,-0.669,0.03464
0.1123,-0.669,0.02666
0.1841,-0.1599,-0.01992
0.1522,0.4677,0.1782
-0.2305,0.5033,0.06654
0.7036,-0.0801,0.1861
0.6823,-0.4469,0.232
-0.2309,-0.5745,0.03992
0.519,0.1113,-0.01991
0.519,-0.08189,0.003075
-0.3422,-0.423,-0.01991
0.2931,-0.5202,-0.06079
-0.5336,0.2708,-0.0585
0.3835,0.3984,-0.01991
0.5749,0.1831,-0.0585
0.5589,0.3027,-0.01991
-0.6293,0.4063,-0.01991
-0.6876,-0.3751,0.2366
-0.6916,-0.414,-0.1944
-0.7042,0.4329,-0.05565
0.6546,-0.669,0.1702
-0.5575,0.5369,0.2314
-0.08435,-0.1033,0.002133
0.519,0.2229,-0.0585
0.232,0.215,-0.01991
0.6937,0.2548,-0.05852
-0.5336,0.4667,0.05015
-0.6848,0.4382,0.1782
0.6822,-0.1838,0.1702
-0.6848,0.3744,0.06653
0.5294,0.575,0.1081
-0.6612,0.3425,-0.01991
0.08045,0.1772,-0.06309
0.01932,0.135,-0.0753
-0.007265,-0.2236,-0.01991
0.5669,0.1367,-0.1077
0.7036,-0.1758,-0.005236
-0.7044,0.1193,0.2352
0.5607,0.757,0.1097
-0.5974,-0.6144,-0.0585
-0.2704,-0.2236,-0.01991
0.0964,-0.6276,0.09041
0.08045,-0.1087,-0.257
0.2798,-0.14,-0.000311
0.1363,0.4677,0.06652
0.02463,-0.0163,-0.01991
-0.7074,-0.6463,0.09047
-0.2066,-0.03225,-0.01991
-0.6372,-0.02427,-0.01991
0.224,0.5033,0.05059
0.4951,0.5033,0.03464
0.6587,-0.1717,-0.2529
0.6466,-0.3512,-0.0585
-0.5097,0.4677,0.1303
-0.4538,-0.5665,-0.01991
-0.1348,0.4462,-0.0585
-0.39,0.02335,-0.07481
0.7047,-0.617,-0.1887
-0.398,0.4453,0.01514
-0.6919,-0.5585,-0.1009
0.6462,0.02298,-0.07237
0.04856,0.3027,-0.01991
0.1363,0.1676,-0.1232
0.6822,0.4303,0.0745
0.2479,-0.6278,0.1781
-0.6848,-0.1359,0.05856
-0.6848,0.08736,0.1144
0.511,0.4677,0.1861
-0.2704,-0.1419,-0.2046
-0.6932,-0.2795,0.2364
0.1203,0.07088,-0.07095
-0.7073,0.4699,0.1303
0.2479,0.5033,0.1064
-0.6133,0.5033,0.1463
-0.7062,-0.2635,-0.005237
-0.7062,0.01559,0.05058
0.1682,-0.669,0.1383
0.1044,-0.3672,-0.0585
-0.7028,-0.6099,-0.1805
-0.03651,-0.1379,-0.2239
-0.3661,0.1591,-0.01991
0.6466,0.3505,-0.01991
-0.1269,-0.2555,-0.01991
0.3436,0.04749,-0.01991
-0.1747,0.04749,-0.01991
0.6451,-0.6213,0.2101
-0.6749,-0.174,-0.1031
-0.3262,0.4677,0.2334
0.3277,-0.1419,-0.2046
-0.103,-0.08194,-0.2223
0.3489,0.1182,-0.06997
0.3958,-0.4436,-0.06206
-0.4668,0.2786,-0.2086
-0.5814,-0.1419,-0.2046
0.543,0.5033,-0.005233
-0.5415,-0.1678,-0.01991
-0.7066,-0.6223,0.1862
0.2718,0.1512,-0.0585
0.6878,0.1113,0.2359
-0.04714,-0.4629,-0.01991
0.6307,-0.669,0.06653
0.6498,-0.5586,-0.1249
0.3117,0.5033,0.1941
-0.414,-0.1419,-0.1966
-0.5176,-0.5984,-0.0585
0.06451,-0.4708,-0.0585
-0.05511,0.2787,-0.01991
0.216,0.05547,-0.01991
-0.4618,0.02357,-0.01991
-0.6133,0.207,-0.01991
0.01664,0.4677,0.09842
-0.2465,-0.6462,-0.04494
-0.5176,0.07088,-0.07095
-0.1694,0.6114,0.2387
0.3755,-0.1258,0.004133
-0.5199,0.7518,0.1018
